Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
Chevrolet,Chevrolet SUV 3.5L,SUV - STANDARD,3.5,6,A6,X,14.3,6.5,11.7,24,278
BMW,BMW MID-SIZE 2.0L,MID-SIZE,2.0,4,A6,Z,10.2,6.6,9.0,31,210
Ford,Ford MINIVAN 5.0L,MINIVAN,5.0,8,A9,Z,19.2,11.4,16.6,17,386
Lexus,Lexus MID-SIZE 3.5L,MID-SIZE,3.5,6,A6,Z,17.4,8.7,14.5,19,348
Ford,Ford MINICOMPACT 2.4L,MINICOMPACT,2.4,4,AV,X,11.1,6.0,9.4,30,222
Audi,Audi FULL-SIZE 2.0L,FULL-SIZE,2.0,4,A8,Z,9.9,6.6,8.8,32,200
BMW,BMW PICKUP 4.0L,PICKUP TRUCK - SMALL,4.0,8,AS8,Z,18.4,7.9,14.9,19,358
Audi,Audi MINICOMPACT 3.0L,MINICOMPACT,3.0,6,AM7,X,13.3,8.5,11.7,24,279
Honda,Honda PICKUP 3.5L,PICKUP TRUCK - STANDARD,3.5,6,AS6,Z,15.1,8.5,12.9,22,308
Jeep,Jeep FULL-SIZE 3.6L,FULL-SIZE,3.6,6,AS6,Z,16.9,7.9,13.9,20,333
Chevrolet,Chevrolet VAN 5.3L,VAN - PASSENGER,5.3,8,AV,X,19.6,13.0,17.4,16,413
Ford,Ford COMPACT 2.0L,COMPACT,2.0,4,AM7,E,14.3,6.5,11.7,24,195
Ford,Ford VAN 5.3L,VAN - PASSENGER,5.3,8,A6,X,20.6,8.3,16.5,17,385
Lexus,Lexus PICKUP 3.6L,PICKUP TRUCK - STANDARD,3.6,6,AV,Z,15.2,7.7,12.7,22,297
Dodge,Dodge PICKUP 5.0L,PICKUP TRUCK - STANDARD,5.0,8,A8,Z,20.4,8.7,16.5,17,388
Nissan,Nissan PICKUP 1.8L,PICKUP TRUCK - STANDARD,1.8,4,M5,X,10.0,6.4,8.8,32,213
Nissan,Nissan SUV 3.5L,SUV - STANDARD,3.5,6,AM7,E,19.6,12.7,17.3,16,286
Honda,Honda COMPACT 2.0L,COMPACT,2.0,4,A6,E,15.1,7.3,12.5,23,210
Chevrolet,Chevrolet TWO-SEATER 2.0L,TWO-SEATER,2.0,4,M5,X,10.9,6.7,9.5,30,221
Lexus,Lexus MINIVAN 3.6L,MINIVAN,3.6,6,AV,X,15.2,8.0,12.8,22,304
Mercedes-Benz,Mercedes-Benz COMPACT 1.8L,COMPACT,1.8,4,A9,Z,11.0,6.8,9.6,29,229
Mercedes-Benz,Mercedes-Benz MINICOMPACT 1.5L,MINICOMPACT,1.5,4,AS8,X,9.0,4.5,7.5,38,180
Toyota,Toyota SUV 1.8L,SUV - STANDARD,1.8,4,AS8,Z,11.4,5.4,9.4,30,217
Ford,Ford SUV 6.2L,SUV - STANDARD,6.2,8,M5,E,31.0,14.2,25.4,11,419
Chevrolet,Chevrolet VAN 5.0L,VAN - PASSENGER,5.0,8,AM7,X,18.5,8.6,15.2,19,363
Volkswagen,Volkswagen SUBCOMPACT 4.0L,SUBCOMPACT,4.0,8,A8,X,17.5,9.4,14.8,19,345
Ford,Ford MID-SIZE 1.5L,MID-SIZE,1.5,4,M6,E,12.3,6.0,10.2,28,168
Nissan,Nissan VAN 2.0L,VAN - PASSENGER,2.0,4,A9,X,11.3,4.7,9.1,31,211
Chevrolet,Chevrolet PICKUP 5.0L,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,18.9,10.2,16.0,18,370
Mercedes-Benz,Mercedes-Benz SUV 3.5L,SUV - STANDARD,3.5,6,AM7,X,13.2,7.5,11.3,25,265
BMW,BMW PICKUP 5.0L,PICKUP TRUCK - STANDARD,5.0,8,A8,X,18.3,11.1,15.9,18,374
BMW,BMW FULL-SIZE 4.0L,FULL-SIZE,4.0,8,M5,Z,17.1,10.5,14.9,19,341
Volkswagen,Volkswagen MID-SIZE 1.5L,MID-SIZE,1.5,4,AS8,X,9.9,4.8,8.2,34,193
BMW,BMW SUV 5.0L,SUV - STANDARD,5.0,8,AS8,X,19.2,10.5,16.3,17,383
Audi,Audi MINIVAN 2.0L,MINIVAN,2.0,3,AS6,Z,11.3,5.3,9.3,30,216
Toyota,Toyota TWO-SEATER 4.0L,TWO-SEATER,4.0,8,A6,D,13.7,8.9,12.1,23,326
Honda,Honda SUBCOMPACT 5.0L,SUBCOMPACT,5.0,8,M5,Z,18.6,11.7,16.3,17,390
Subaru,Subaru MINICOMPACT 3.5L,MINICOMPACT,3.5,6,AV,X,13.6,7.0,11.4,25,269
Volkswagen,Volkswagen MINICOMPACT 3.5L,MINICOMPACT,3.5,6,M5,X,16.7,8.9,14.1,20,335
Chevrolet,Chevrolet SUV 5.0L,SUV - STANDARD,5.0,8,AS8,X,19.7,11.6,17.0,17,403
Ford,Ford SUV 5.3L,SUV - STANDARD,5.3,8,M5,X,18.6,13.5,16.9,17,397
Chevrolet,Chevrolet PICKUP 3.6L,PICKUP TRUCK - SMALL,3.6,6,A9,X,14.8,9.7,13.1,22,303
Nissan,Nissan COMPACT 3.6L,COMPACT,3.6,6,M5,X,15.4,8.5,13.1,22,315
Ford,Ford PICKUP 2.7L,PICKUP TRUCK - STANDARD,2.7,6,A6,D,11.6,7.7,10.3,27,281
Toyota,Toyota VAN 2.0L,VAN - PASSENGER,2.0,4,AS6,E,13.8,9.9,12.5,23,203
Nissan,Nissan PICKUP 4.0L,PICKUP TRUCK - STANDARD,4.0,8,M6,X,17.4,6.9,13.9,20,322
BMW,BMW PICKUP 3.6L,PICKUP TRUCK - STANDARD,3.6,6,M5,X,14.4,9.9,12.9,22,300
Hyundai,Hyundai SUV 5.0L,SUV - SMALL,5.0,8,AS10,X,18.3,9.6,15.4,18,366
Ford,Ford PICKUP 3.0L,PICKUP TRUCK - SMALL,3.0,6,A8,X,14.0,6.5,11.5,25,267
Ford,Ford VAN 2.7L,VAN - PASSENGER,2.7,6,A6,X,13.2,6.3,10.9,26,255
Volkswagen,Volkswagen MINIVAN 2.5L,MINIVAN,2.5,4,AS6,Z,11.8,5.8,9.8,29,229
Toyota,Toyota STATION 2.5L,STATION WAGON - SMALL,2.5,4,AV,E,14.9,8.9,12.9,22,210
Honda,Honda COMPACT 5.0L,COMPACT,5.0,8,AV,Z,19.6,12.1,17.1,17,394
Mercedes-Benz,Mercedes-Benz PICKUP 2.5L,PICKUP TRUCK - SMALL,2.5,4,AS8,E,16.8,8.1,13.9,20,224
Chevrolet,Chevrolet VAN 5.3L,VAN - PASSENGER,5.3,8,AM7,X,20.2,9.4,16.6,17,388
Jeep,Jeep SUV 1.8L,SUV - STANDARD,1.8,4,M5,X,9.4,6.1,8.3,34,192
Jeep,Jeep VAN 5.0L,VAN - PASSENGER,5.0,8,M6,X,20.4,9.9,16.9,17,391
Honda,Honda STATION 3.0L,STATION WAGON - SMALL,3.0,6,A6,X,12.2,8.6,11.0,26,260
BMW,BMW SUV 1.5L,SUV - SMALL,1.5,4,AS10,X,10.4,4.7,8.5,33,193
Nissan,Nissan STATION 5.0L,STATION WAGON - SMALL,5.0,8,AM7,X,19.6,10.0,16.4,17,387
BMW,BMW FULL-SIZE 3.6L,FULL-SIZE,3.6,6,A9,X,14.9,8.3,12.7,22,297
Ford,Ford VAN 2.5L,VAN - PASSENGER,2.5,4,AV,Z,11.6,6.8,10.0,28,231
Lexus,Lexus PICKUP 2.0L,PICKUP TRUCK - SMALL,2.0,4,M5,X,9.2,5.6,8.0,35,194
Ford,Ford SUV 3.5L,SUV - STANDARD,3.5,6,AS8,E,19.3,12.7,17.1,17,279
Porsche,Porsche VAN 2.5L,VAN - CARGO,2.5,4,AM7,X,11.8,5.5,9.7,29,232
Mercedes-Benz,Mercedes-Benz SUBCOMPACT 3.0L,SUBCOMPACT,3.0,6,M5,Z,15.0,6.3,12.1,23,290
Chevrolet,Chevrolet PICKUP 3.3L,PICKUP TRUCK - STANDARD,3.3,6,A6,E,20.5,9.1,16.7,17,275
Audi,Audi SUV 5.0L,SUV - SMALL,5.0,8,AV,X,19.4,11.0,16.6,17,389
Dodge,Dodge MINICOMPACT 4.0L,MINICOMPACT,4.0,8,A9,Z,19.0,9.7,15.9,18,377
Volkswagen,Volkswagen VAN 4.0L,VAN - PASSENGER,4.0,8,A6,E,21.9,10.5,18.1,16,294
Jeep,Jeep MID-SIZE 2.0L,MID-SIZE,2.0,4,AS10,X,9.2,5.0,7.8,36,190
Honda,Honda COMPACT 3.6L,COMPACT,3.6,6,AS6,X,15.7,6.4,12.6,22,289
Honda,Honda VAN 4.0L,VAN - PASSENGER,4.0,8,A6,X,15.4,10.9,13.9,20,329
GMC,GMC PICKUP 3.5L,PICKUP TRUCK - STANDARD,3.5,6,AM7,E,20.5,10.9,17.3,16,285
Chevrolet,Chevrolet SUV 5.3L,SUV - STANDARD,5.3,8,AM7,X,19.2,7.8,15.4,18,363
Toyota,Toyota VAN 2.0L,VAN - PASSENGER,2.0,4,AS10,D,9.5,6.5,8.5,33,229
Chevrolet,Chevrolet SUV 6.2L,SUV - STANDARD,6.2,8,M5,X,22.2,9.0,17.8,16,417
Smart,Smart TWO-SEATER 1.0L,TWO-SEATER,1.0,3,AS6,X,5.6,3.8,5.0,56,117
Porsche,Porsche PICKUP 2.4L,PICKUP TRUCK - SMALL,2.4,4,AM7,Z,11.5,7.3,10.1,28,235
Ford,Ford SUV 2.7L,SUV - STANDARD,2.7,6,AS6,D,10.9,7.6,9.8,29,267
Volkswagen,Volkswagen MINICOMPACT 2.0L,MINICOMPACT,2.0,4,A9,E,13.9,9.1,12.3,23,201
Subaru,Subaru MINIVAN 3.5L,MINIVAN,3.5,6,AS6,E,22.6,9.4,18.2,16,302
Chevrolet,Chevrolet SUV 2.0L,SUV - SMALL,2.0,3,AS8,X,10.2,5.1,8.5,33,199
Audi,Audi FULL-SIZE 5.0L,FULL-SIZE,5.0,8,AM7,Z,19.6,10.9,16.7,17,388
Lexus,Lexus TWO-SEATER 4.0L,TWO-SEATER,4.0,8,AM7,E,21.9,14.1,19.3,15,315
Ford,Ford MINIVAN 2.4L,MINIVAN,2.4,4,AS10,X,10.5,6.0,9.0,31,207
Honda,Honda MINICOMPACT 1.5L,MINICOMPACT,1.5,4,M6,E,12.6,5.1,10.1,28,163
BMW,BMW MINIVAN 3.0L,MINIVAN,3.0,6,AV,X,14.1,6.3,11.5,25,274
Subaru,Subaru SUBCOMPACT 3.5L,SUBCOMPACT,3.5,6,A9,X,13.3,7.9,11.5,25,270
Ram,Ram SUBCOMPACT 3.5L,SUBCOMPACT,3.5,6,A6,Z,15.0,8.7,12.9,22,303
Porsche,Porsche SUBCOMPACT 2.4L,SUBCOMPACT,2.4,4,AS10,Z,10.9,5.8,9.2,31,209
Toyota,Toyota VAN 5.0L,VAN - PASSENGER,5.0,8,AS8,X,18.7,12.7,16.7,17,395
Dodge,Dodge PICKUP 3.6L,PICKUP TRUCK - SMALL,3.6,6,AS8,Z,16.4,9.8,14.2,20,334
GMC,GMC VAN 1.5L,VAN - CARGO,1.5,4,M5,N,10.8,4.8,8.8,32,160
BMW,BMW SUV 2.5L,SUV - STANDARD,2.5,4,AM7,E,15.8,9.8,13.8,20,230
Jeep,Jeep STATION 2.5L,STATION WAGON - SMALL,2.5,4,AM7,Z,10.8,6.3,9.3,30,217
Ford,Ford MID-SIZE 2.4L,MID-SIZE,2.4,4,A8,X,10.9,7.3,9.7,29,226
Nissan,Nissan MINICOMPACT 2.5L,MINICOMPACT,2.5,4,M5,X,10.6,7.3,9.5,30,220
Chevrolet,Chevrolet PICKUP 1.5L,PICKUP TRUCK - STANDARD,1.5,4,A9,Z,11.8,5.2,9.6,29,226
Ford,Ford TWO-SEATER 2.4L,TWO-SEATER,2.4,4,AM7,E,15.0,8.7,12.9,22,210
Ford,Ford STATION 2.5L,STATION WAGON - SMALL,2.5,4,M5,E,15.8,8.0,13.2,21,222
Honda,Honda TWO-SEATER 4.0L,TWO-SEATER,4.0,8,AS8,Z,16.4,9.5,14.1,20,327
BMW,BMW VAN 1.8L,VAN - CARGO,1.8,4,AV,X,10.3,7.3,9.3,30,219
Volkswagen,Volkswagen MINICOMPACT 1.8L,MINICOMPACT,1.8,4,A6,E,12.3,7.8,10.8,26,168
Ford,Ford PICKUP 6.2L,PICKUP TRUCK - STANDARD,6.2,8,M6,X,22.6,9.7,18.3,15,433
BMW,BMW PICKUP 5.0L,PICKUP TRUCK - SMALL,5.0,8,AM7,X,20.4,11.4,17.4,16,416
Audi,Audi SUBCOMPACT 3.6L,SUBCOMPACT,3.6,6,AS6,E,18.8,12.2,16.6,17,277
Jeep,Jeep VAN 2.0L,VAN - PASSENGER,2.0,4,A8,Z,10.9,4.6,8.8,32,196
BMW,BMW STATION 5.0L,STATION WAGON - SMALL,5.0,8,M6,E,24.3,17.4,22.0,13,359
Nissan,Nissan STATION 2.0L,STATION WAGON - SMALL,2.0,4,A6,Z,10.6,5.2,8.8,32,205
Dodge,Dodge SUV 2.0L,SUV - STANDARD,2.0,4,AS6,N,10.9,6.7,9.5,30,164
Nissan,Nissan PICKUP 3.0L,PICKUP TRUCK - STANDARD,3.0,6,A8,X,13.8,6.3,11.3,25,266
Chevrolet,Chevrolet FULL-SIZE 5.0L,FULL-SIZE,5.0,8,M6,Z,18.7,11.2,16.2,17,371
Ford,Ford PICKUP 6.2L,PICKUP TRUCK - STANDARD,6.2,8,AM7,X,21.0,10.8,17.6,16,416
Dodge,Dodge SUBCOMPACT 1.8L,SUBCOMPACT,1.8,4,M6,Z,10.8,5.4,9.0,31,216
Ford,Ford PICKUP 2.7L,PICKUP TRUCK - STANDARD,2.7,6,A8,X,13.2,5.7,10.7,26,246
Dodge,Dodge SUV 2.0L,SUV - STANDARD,2.0,4,M5,X,10.2,4.8,8.4,34,195
Toyota,Toyota SUV 3.6L,SUV - STANDARD,3.6,6,A6,X,12.3,8.4,11.0,26,254
Subaru,Subaru VAN 2.5L,VAN - PASSENGER,2.5,4,A8,X,12.4,7.0,10.6,27,252
Jeep,Jeep COMPACT 4.0L,COMPACT,4.0,8,AM7,Z,18.9,8.4,15.4,18,359
Smart,Smart TWO-SEATER 1.0L,TWO-SEATER,1.0,3,AV,X,7.4,4.4,6.4,44,153
BMW,BMW FULL-SIZE 4.0L,FULL-SIZE,4.0,8,AM7,Z,16.6,10.6,14.6,19,346
Hyundai,Hyundai SUBCOMPACT 3.0L,SUBCOMPACT,3.0,6,AM7,Z,13.1,8.3,11.5,25,269
Mercedes-Benz,Mercedes-Benz PICKUP 3.5L,PICKUP TRUCK - SMALL,3.5,6,A6,Z,14.0,9.5,12.5,23,299
Toyota,Toyota VAN 3.6L,VAN - CARGO,3.6,6,M5,X,13.8,9.3,12.3,23,293
Nissan,Nissan PICKUP 2.0L,PICKUP TRUCK - STANDARD,2.0,4,M6,Z,10.7,6.5,9.3,30,218
Dodge,Dodge STATION 1.5L,STATION WAGON - SMALL,1.5,4,AS8,Z,7.0,4.6,6.2,46,146
Bugatti,Bugatti TWO-SEATER 6.0L,TWO-SEATER,6.0,12,AS10,Z,23.8,12.7,20.1,14,471
Hyundai,Hyundai TWO-SEATER 3.6L,TWO-SEATER,3.6,6,AM7,X,14.4,7.2,12.0,24,282
Mercedes-Benz,Mercedes-Benz PICKUP 3.5L,PICKUP TRUCK - STANDARD,3.5,6,AS6,Z,15.5,7.4,12.8,22,300
Mercedes-Benz,Mercedes-Benz COMPACT 3.5L,COMPACT,3.5,6,AS10,X,15.1,9.1,13.1,22,303
Volkswagen,Volkswagen TWO-SEATER 3.0L,TWO-SEATER,3.0,6,M6,X,14.8,8.2,12.6,22,294
Chevrolet,Chevrolet PICKUP 5.3L,PICKUP TRUCK - STANDARD,5.3,8,AM7,E,27.6,12.3,22.5,13,369
Ford,Ford MID-SIZE 4.0L,MID-SIZE,4.0,8,A8,X,17.9,7.1,14.3,20,331
BMW,BMW STATION 2.5L,STATION WAGON - SMALL,2.5,4,AV,E,15.5,6.5,12.5,23,206
BMW,BMW PICKUP 3.6L,PICKUP TRUCK - STANDARD,3.6,6,A9,X,14.3,6.5,11.7,24,274
BMW,BMW VAN 3.0L,VAN - PASSENGER,3.0,6,AM7,X,15.0,7.5,12.5,23,286
Chevrolet,Chevrolet VAN 2.0L,VAN - PASSENGER,2.0,4,AM7,Z,10.6,7.0,9.4,30,224
Ford,Ford SUV 5.3L,SUV - STANDARD,5.3,8,M5,X,17.0,12.2,15.4,18,365
Ford,Ford SUV 4.0L,SUV - STANDARD,4.0,8,AS8,X,16.7,7.4,13.6,21,318
Smart,Smart TWO-SEATER 1.0L,TWO-SEATER,1.0,3,A6,X,7.4,5.3,6.7,42,168
Mercedes-Benz,Mercedes-Benz PICKUP 1.5L,PICKUP TRUCK - STANDARD,1.5,3,A8,X,9.2,4.4,7.6,37,179
Mercedes-Benz,Mercedes-Benz VAN 2.0L,VAN - CARGO,2.0,4,AS10,Z,9.4,6.7,8.5,33,198
Honda,Honda STATION 3.0L,STATION WAGON - SMALL,3.0,6,AS6,X,14.5,8.2,12.4,23,292
Chevrolet,Chevrolet VAN 2.7L,VAN - PASSENGER,2.7,6,A9,E,17.5,9.1,14.7,19,244
Porsche,Porsche VAN 3.5L,VAN - CARGO,3.5,6,A6,X,14.0,8.0,12.0,24,281
Hyundai,Hyundai MID-SIZE 3.5L,MID-SIZE,3.5,6,AV,X,15.0,10.5,13.5,21,322
Ford,Ford SUV 2.7L,SUV - STANDARD,2.7,6,AS8,E,19.2,8.1,15.5,18,255
Mercedes-Benz,Mercedes-Benz MINIVAN 3.6L,MINIVAN,3.6,6,AV,E,18.7,10.9,16.1,18,267
Dodge,Dodge TWO-SEATER 3.5L,TWO-SEATER,3.5,6,AV,Z,14.8,7.6,12.4,23,287
Porsche,Porsche MID-SIZE 2.5L,MID-SIZE,2.5,4,AV,X,11.6,6.5,9.9,29,226
Toyota,Toyota SUBCOMPACT 5.0L,SUBCOMPACT,5.0,8,AS6,Z,21.1,11.2,17.8,16,421
Nissan,Nissan SUV 3.5L,SUV - SMALL,3.5,6,AS6,Z,13.7,9.2,12.2,23,284
Chevrolet,Chevrolet SUV 5.0L,SUV - STANDARD,5.0,8,AS10,X,20.1,10.2,16.8,17,392
Smart,Smart TWO-SEATER 1.0L,TWO-SEATER,1.0,3,M5,X,7.8,3.9,6.5,43,153
Chevrolet,Chevrolet COMPACT 1.8L,COMPACT,1.8,4,M6,X,10.6,5.5,8.9,32,217
Porsche,Porsche SUBCOMPACT 2.5L,SUBCOMPACT,2.5,4,AS10,Z,12.4,6.1,10.3,27,246
Nissan,Nissan MID-SIZE 4.0L,MID-SIZE,4.0,8,AS6,Z,16.0,10.9,14.3,20,335
Nissan,Nissan VAN 1.5L,VAN - CARGO,1.5,4,M6,Z,9.4,4.0,7.6,37,182
Toyota,Toyota SUV 3.5L,SUV - STANDARD,3.5,6,M5,X,15.3,6.9,12.5,23,298
Chevrolet,Chevrolet MID-SIZE 3.5L,MID-SIZE,3.5,6,M5,X,15.3,8.7,13.1,22,306
Chevrolet,Chevrolet PICKUP 6.2L,PICKUP TRUCK - STANDARD,6.2,8,M5,E,27.3,15.9,23.5,12,381
Chevrolet,Chevrolet SUV 6.2L,SUV - STANDARD,6.2,8,AS8,X,21.9,9.9,17.9,16,419
Chevrolet,Chevrolet PICKUP 2.7L,PICKUP TRUCK - STANDARD,2.7,6,AV,E,17.0,8.9,14.3,20,240
Hyundai,Hyundai TWO-SEATER 2.5L,TWO-SEATER,2.5,4,AS10,Z,10.9,6.1,9.3,30,218
BMW,BMW MID-SIZE 4.0L,MID-SIZE,4.0,8,AM7,X,17.8,7.9,14.5,19,338
Ford,Ford VAN 5.0L,VAN - PASSENGER,5.0,8,AS6,X,18.4,10.3,15.7,18,365
Ram,Ram MINIVAN 1.5L,MINIVAN,1.5,4,AV,X,8.1,5.7,7.3,39,180
Dodge,Dodge STATION 3.0L,STATION WAGON - SMALL,3.0,6,AM7,Z,13.2,9.3,11.9,24,282
Subaru,Subaru FULL-SIZE 3.5L,FULL-SIZE,3.5,6,AS10,X,13.2,9.0,11.8,24,278
Smart,Smart TWO-SEATER 1.0L,TWO-SEATER,1.0,3,A6,X,7.2,4.8,6.4,44,148
Chevrolet,Chevrolet PICKUP 5.3L,PICKUP TRUCK - STANDARD,5.3,8,A6,E,26.1,16.8,23.0,12,382
Mercedes-Benz,Mercedes-Benz TWO-SEATER 1.5L,TWO-SEATER,1.5,4,M6,Z,10.0,6.4,8.8,32,215
Hyundai,Hyundai SUV 1.5L,SUV - SMALL,1.5,4,M5,E,14.6,6.2,11.8,24,198
Honda,Honda SUBCOMPACT 1.5L,SUBCOMPACT,1.5,4,AS8,Z,10.6,4.9,8.7,32,198
Chevrolet,Chevrolet VAN 5.3L,VAN - PASSENGER,5.3,8,M5,X,20.6,11.9,17.7,16,416
Jeep,Jeep SUBCOMPACT 4.0L,SUBCOMPACT,4.0,8,A8,X,16.6,8.5,13.9,20,329
Chevrolet,Chevrolet PICKUP 5.0L,PICKUP TRUCK - STANDARD,5.0,8,M5,X,17.8,11.5,15.7,18,365
Chevrolet,Chevrolet SUV 6.2L,SUV - STANDARD,6.2,8,AS10,D,17.7,11.1,15.5,18,409
Audi,Audi SUV 3.6L,SUV - SMALL,3.6,6,AS8,X,14.5,10.3,13.1,22,306
Nissan,Nissan COMPACT 1.5L,COMPACT,1.5,4,M6,Z,9.8,5.0,8.2,34,191
Audi,Audi VAN 4.0L,VAN - CARGO,4.0,8,AM7,N,16.8,9.0,14.2,20,261
Ford,Ford SUV 2.7L,SUV - STANDARD,2.7,6,AS10,X,14.3,5.9,11.5,25,278
Dodge,Dodge SUV 3.5L,SUV - STANDARD,3.5,6,M6,Z,14.9,7.4,12.4,23,290
Chevrolet,Chevrolet SUV 3.5L,SUV - STANDARD,3.5,6,A9,D,13.1,8.0,11.4,25,312
Ford,Ford SUV 6.2L,SUV - STANDARD,6.2,8,M5,X,21.4,13.6,18.8,15,452
Dodge,Dodge PICKUP 3.0L,PICKUP TRUCK - SMALL,3.0,6,AV,E,16.4,11.3,14.7,19,241
Porsche,Porsche VAN 2.0L,VAN - PASSENGER,2.0,4,M6,X,9.3,6.6,8.4,34,203
Dodge,Dodge VAN 2.5L,VAN - PASSENGER,2.5,4,AV,X,12.2,6.8,10.4,27,249
Jeep,Jeep MINIVAN 1.8L,MINIVAN,1.8,4,AM7,Z,11.3,6.5,9.7,29,228
Honda,Honda VAN 3.5L,VAN - PASSENGER,3.5,6,M6,X,15.1,6.1,12.1,23,289
Audi,Audi FULL-SIZE 3.6L,FULL-SIZE,3.6,6,M6,X,14.7,6.9,12.1,23,282
Ford,Ford PICKUP 5.3L,PICKUP TRUCK - STANDARD,5.3,8,A8,X,20.2,10.0,16.8,17,387
Mercedes-Benz,Mercedes-Benz VAN 3.5L,VAN - CARGO,3.5,6,A9,Z,15.0,9.3,13.1,22,308
Mercedes-Benz,Mercedes-Benz FULL-SIZE 2.4L,FULL-SIZE,2.4,4,AS8,E,14.5,10.0,13.0,22,215
Chevrolet,Chevrolet PICKUP 5.0L,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,18.0,9.9,15.3,18,358
Volkswagen,Volkswagen FULL-SIZE 1.8L,FULL-SIZE,1.8,4,AV,E,13.4,7.4,11.4,25,186
Toyota,Toyota TWO-SEATER 3.6L,TWO-SEATER,3.6,6,M5,Z,16.1,9.5,13.9,20,327
Ford,Ford FULL-SIZE 2.5L,FULL-SIZE,2.5,4,AS6,Z,12.0,8.4,10.8,26,246
Chevrolet,Chevrolet VAN 2.7L,VAN - PASSENGER,2.7,6,AS8,X,13.4,6.8,11.2,25,262
Honda,Honda FULL-SIZE 1.8L,FULL-SIZE,1.8,4,AV,E,14.0,5.9,11.3,25,188
Ford,Ford MINIVAN 1.5L,MINIVAN,1.5,4,AM7,X,10.3,4.3,8.3,34,190
GMC,GMC TWO-SEATER 2.4L,TWO-SEATER,2.4,4,A9,Z,9.9,6.3,8.7,32,202
Toyota,Toyota SUV 2.4L,SUV - SMALL,2.4,4,AV,X,11.4,7.5,10.1,28,236
Toyota,Toyota STATION 2.5L,STATION WAGON - SMALL,2.5,4,AV,Z,12.5,6.8,10.6,27,252
Nissan,Nissan SUBCOMPACT 2.0L,SUBCOMPACT,2.0,4,M6,X,10.5,6.6,9.2,31,218
Jeep,Jeep VAN 5.0L,VAN - PASSENGER,5.0,8,AS10,Z,20.0,10.7,16.9,17,403
BMW,BMW MID-SIZE 2.0L,MID-SIZE,2.0,4,AS6,X,10.4,7.4,9.4,30,227
Honda,Honda TWO-SEATER 3.5L,TWO-SEATER,3.5,6,M5,Z,15.2,8.0,12.8,22,300
Audi,Audi MINICOMPACT 3.5L,MINICOMPACT,3.5,6,AV,Z,16.2,8.7,13.7,21,319
Chevrolet,Chevrolet COMPACT 3.5L,COMPACT,3.5,6,M6,Z,13.5,9.0,12.0,24,284
Dodge,Dodge VAN 3.0L,VAN - CARGO,3.0,6,AM7,X,13.0,9.1,11.7,24,273
Jeep,Jeep MINICOMPACT 3.0L,MINICOMPACT,3.0,6,AS6,X,12.9,9.0,11.6,24,269
Honda,Honda VAN 2.0L,VAN - CARGO,2.0,4,A6,Z,11.2,5.8,9.4,30,224
GMC,GMC PICKUP 6.2L,PICKUP TRUCK - STANDARD,6.2,8,AM7,E,30.0,13.5,24.5,12,409
Dodge,Dodge PICKUP 1.8L,PICKUP TRUCK - SMALL,1.8,4,AV,Z,10.0,4.9,8.3,34,191
Volkswagen,Volkswagen FULL-SIZE 3.0L,FULL-SIZE,3.0,6,AV,Z,13.9,8.2,12.0,24,280
GMC,GMC PICKUP 5.0L,PICKUP TRUCK - STANDARD,5.0,8,A8,X,18.0,10.2,15.4,18,357
Honda,Honda FULL-SIZE 3.6L,FULL-SIZE,3.6,6,AS10,X,14.3,8.6,12.4,23,294
Honda,Honda PICKUP 2.5L,PICKUP TRUCK - SMALL,2.5,4,A8,Z,12.5,5.6,10.2,28,247
Nissan,Nissan VAN 4.0L,VAN - CARGO,4.0,8,AS8,E,22.7,14.0,19.8,14,325
Hyundai,Hyundai TWO-SEATER 2.5L,TWO-SEATER,2.5,4,AS6,X,10.7,7.4,9.6,29,228
Chevrolet,Chevrolet VAN 3.6L,VAN - PASSENGER,3.6,6,M6,Z,16.8,10.5,14.7,19,346
Dodge,Dodge MINIVAN 2.5L,MINIVAN,2.5,4,AM7,X,10.0,7.0,9.0,31,213
Dodge,Dodge SUBCOMPACT 3.0L,SUBCOMPACT,3.0,6,A8,Z,14.2,9.4,12.6,22,296
Ford,Ford SUBCOMPACT 1.5L,SUBCOMPACT,1.5,4,A8,X,9.7,6.4,8.6,33,208
Jeep,Jeep MINIVAN 5.0L,MINIVAN,5.0,8,AS6,Z,19.4,10.7,16.5,17,385
Ford,Ford SUV 3.5L,SUV - STANDARD,3.5,6,A8,X,15.2,8.9,13.1,22,306
BMW,BMW VAN 2.0L,VAN - CARGO,2.0,4,A6,Z,10.8,5.1,8.9,32,205
Volkswagen,Volkswagen SUBCOMPACT 1.8L,SUBCOMPACT,1.8,3,AV,X,9.9,6.9,8.9,32,208
Chevrolet,Chevrolet SUV 3.5L,SUV - STANDARD,3.5,6,A8,X,14.7,9.3,12.9,22,298
Jeep,Jeep SUBCOMPACT 5.0L,SUBCOMPACT,5.0,8,M5,Z,19.8,11.7,17.1,17,410
GMC,GMC SUV 1.5L,SUV - STANDARD,1.5,4,A8,Z,10.1,6.2,8.8,32,203
